AIRLINE,IATA_CODE,COUNTRY,ACTIVE
Pacific Rim Airways,,Australia,N
Pacific Southwest Airlines,PS,United States,N
Pacific Wings,LW,United States,Y
Pacificair,GX,Philippines,N
Pacificair Airlines,,United States,N
Package Express,,United States,N
Paisajes Espanoles,,Spain,N
Pak West Airlines,,United States,N
Pakistan International Airlines,PK,Pakistan,Y
Pakker Avio,,Estonia,N
Pal Aerolineas,,Mexico,N
Palau Asia Pacific Airlines,,Palau,N
Palau Trans Pacific Airline,GP,Palau,N
Palestinian Airlines,PF,Egypt,N
Palmer Aviation,,United Kingdom,N
Pamir Airways,NR,Afghanistan,N
Pan African Air Services,,Sierra Leone,N
Pan African Airways,,Kenya,N
Pan Air,,United States,N
Pan Am Weather Systems,,United States,N
Pan Am World Airways,,Dominican Republic,N
Pan American Airways,PA,United States,N
Pan American World Airways,PA,United States,N
Pan Europeenne Air Service,,France,N
Pan Havacilik Ve Ticaret,,Turkey,N
Pan Malaysian Air Transport,,Malaysia,N
Pan-Air,,Mexico,N
Panafrican Airways,PQ,Ivory Coast,N
Panagra Airways,,United States,N
Panamedia,,Spain,N
Panavia,,Panama,N
Panh,,Russia,N
Pannon Air Service,,Hungary,N
Panorama,,Spain,N
Panorama Air Tour,,United States,N
Panorama Flight Service,,United States,N
Pantanal Linhas Aéreas,P8,Brazil,N
Papair Terminal,,Haiti,N
Paradise Airways,,United States,N
Paradise Island Airways,,United States,N
Paragon Air Express,,United States,N
Paragon Global Flight Support,,United Kingdom,N
Paramount Airlines,,Sierra Leone,N
Paramount Airways,I7,India,Y
Parcel Express,,United States,N
Pariz Air,,Iran,N
Pars Aviation Service,,Iran,N
Parsa,,Panama,N
Parsons Airways Northern,,Canada,N
Pascan Aviation,,Canada,N
Passaredo Transportes Aereos,,Brazil,Y
Patria Cargas Aereas,,Argentina,N
Patriot Aviation Limited,,United Kingdom,N
Patterson Aviation Company,,United States,N
Pawan Hans,,India,N
Payam Air,,Iran,N
Peach Air,,United Kingdom,N
Pearl Air,,Pakistan,N
Pearl Air Services,,Uganda,N
Pearl Airways,HP,Haiti,N
Peau Vava%Gʻ%@u,,Tonga,N
Pecotox Air,,Moldova,N
Pegasus Airlines,PC,Turkey,Y
Pegasus Aviation,,Greece,N
Pegasus Hava Tasimaciligi,1I,Turkey,N
Pegasus Helicopters,,Norway,N
Pelican Air Services,,South Africa,N
Pelican Express,,United States,N
Pelita Air Service,,Indonesia,N
Pem-Air,,Canada,N
Pen-Avia,,United Kingdom,N
Peninsula Airways,KS,United States,Y
Peninter Aerea,,Mexico,N
Penya De L'Aire,,Spain,N
Peran,,Kazakhstan,N
Perforadora Central,,Mexico,N
Perimeter Aviation,,Canada,N
Perm Airlines,P9,Russia,N
Personas Y Pasquetes Por Air,,Mexico,N
Peruvian Air Force,,Peru,N
Peruvian Navy,,Peru,N
Petroleos Mexicanos,,Mexico,N
Petroleum Helicopters,,United States,N
Petroleum Helicopters de Colombia,,Colombia,N
Petropavlovsk-Kamchatsk Air Enterprise,,Russia,N
Petty Transport,,United States,N
Phenix Aviation,,France,N
Phetchabun Airline,,Thailand,N
Philippine Airlines,PR,Philippines,Y
Philips Aviation Services,,Netherlands,N
Phillips Air,,United States,N
Phillips Alaska,,United States,N
Phillips Michigan City Flying Service,,United States,N
Phoebus Apollo Aviation,,South Africa,N
Phoebus Apolloa Zambia,,Zambia,N
Phoenix Air Group,,United States,N
Phoenix Air Lines,,Brazil,N
Phoenix Air Service,,Germany,N
Phoenix Air Transport,,United States,N
Phoenix Airline Services,,United States,N
Phoenix Airways,HP,Switzerland,N
Phoenix Avia,,Armenia,N
Phoenix Aviation,,Kyrgyzstan,N
Phoenix Flight Operations,,United States,N
Phuket Air,9R,Thailand,N
Piedmont Airlines (1948-1989),PI,United States,Y
Pilatus Flugzeugwerke,,Switzerland,N
Pilatus PC-12 Center De Mexico,,Mexico,N
Pimichikamac Air,,Canada,N
Pineapple Air,,Bahamas,N
Pinframat,,Angola,N
Pinnacle Air Group,,United States,N
Pinnacle Airlines,9E,United States,Y
Pioneer Airlines,,United States,N
Pioneers Limited,,Pakistan,N
Pirinair Express,,Spain,N
Planar,,Angola,N
Planemaster Services,,United States,N
Planet Airways,,United States,N
Players Air,,United States,N
Ploizeihubschrauberstaffel Hamburg,,Germany,N
Plymouth School of Flying,,United Kingdom,N
Pocono Air Lines,,United States,N
Podilia-Avia,,Ukraine,N
Point Afrique Niger,,Niger,N
Point Airlines,,Nigeria,N
Pointair Burkina,,Burkina Faso,N
Points of Call Airlines,,Canada,N
Polar Air Cargo,PO,United States,N
Polar Airlines de Mexico,,Mexico,N
Polestar Aviation,,United Kingdom,N
Polet,,Russia,Y
Police Aux Frontiers,,France,N
Police Aviation Services,,United Kingdom,N
Polish Air Force,,Poland,N
Polish Navy,,Poland,N
Polizeifliegerstaffel Nordrhein-Westfalen,,Germany,N
Polizeihibschrauberstaffel Neidersachsen,,Germany,N
Polizeihuberschrauberstaffel Sachsen-Anhalt,,Germany,N
Polizeihubschrafterstaffel Rheinland-Pfalz,,Germany,N
Polizeihubschrauberstaffel Baden-Wurtemberg,,Germany,N
Polizeihubschrauberstaffel Bayern,,Germany,N
Polizeihubschrauberstaffel Brandenburg,,Germany,N
Polizeihubschrauberstaffel Hessen,,Germany,N
Polizeihubschrauberstaffel Mecklenburg-Vorpommern,,Germany,N
Polizeihubschrauberstaffel Sachsen,,Germany,N
Polizeihubschrauberstaffel Thuringen,,Germany,N
Polo Aviation,,United Kingdom,N
Polynesian Air-Ways,,United States,N
Polynesian Airlines,PH,Samoa,Y
Polynesian Blue,DJ,New Zealand,N
Polyot Sirena,1U,Russia,N
Pond Air Express,,United States,N
Pont International Airline Services,,Suriname,N
Pool Aviation,,United Kingdom,N
Port Townsend Airways,,United States,N
Porteadora De Cosola,,Mexico,N
Porter Airlines,PD,Canada,Y
Portugalia,NI,Portugal,Y
Portuguese Air Force,,Portugal,N
Portuguese Army,,Portugal,N
Portuguese Navy,,Portugal,N
Potomac Air,BK,United States,Y
Potosina Del Aire,,Mexico,N
Powell Air,,Canada,N
Prairie Flying Service,,United States,N
Pratt and Whitney Canada,,Canada,N
Precision Air,PW,Tanzania,Y
Precision Airlines,,United States,N
Premiair,,Luxembourg,N
Premiair Aviation Services,,United Kingdom,N
Premiair Fliyng Club,,United Kingdom,N
Premium Air Shuttle,,Nigeria,N
Premium Aviation,,Germany,N
Presidence Du Faso,,Burkina Faso,N
Presidencia de La Republica de Guinea Ecuatorial,,Equatorial Guinea,N
President Airlines,TO,Cambodia,N
Presidential Aviation,,United States,N
Priester Aviation,,United States,N
Primair,,Russia,N
Primaris Airlines,FE,United States,N
Primas Courier,,United States,N
Primavia Limited,,United Kingdom,N
Prime Air,,United States,N
Prime Aviation,,Kazakhstan,N
Prince Edward Air,,Canada,N
Princely Jets,,Pakistan,N
Princess Air,8Q,,N
Princeton Aviation Corporation,,United States,N
Priority Air Charter,,United States,N
Priority Air Transport,,United States,N
Priority Aviation Company,,United States,N
Privatair,,Switzerland,Y
Private Jet Expeditions,,United States,N
Private Jet Management,,United States,N
Private Wings Flugcharter,8W,Germany,N
Privilege Style L,,Spain,N
Pro Air,,United States,N
Pro Air Service,,United States,N
Probiz Guinee,,Guinea,N
Professional Express Courier Service,,United States,N
Professione VOlare,,Italy,N
Proflight Commuter Services,P0,Zambia,Y
Promotora Industria Totolapa,,Mexico,N
Propair,,Canada,N
Propflight Air Services,,Zambia,N
Propheter Aviation,,United States,N
Proteus Helicopteres,,France,N
Providence Airline,,United States,N
Providence Aviation Services,,Pakistan,N
Provincial Airlines,,Canada,N
Provincial Express,,Canada,N
Pskovavia,,Russia,N
Psudiklat Perhubungan Udara/PLP,,Indonesia,N
Ptarmigan Airways,,Canada,N
Publiservicios Aereos,,Mexico,N
Publivoo,,Portugal,N
Puerto Rico National Guard,,United States,N
Puerto Vallarta Taxi Aereo,,Mexico,N
Pulkovo Aircraft Services,,Russia,N
Puma Linhas Aereas,,Brazil,N
Puntavia Air Services,,Djibouti,N
Punto Fa,,Spain,N
Pyramid Air Lines,,Egypt,N
Qanot Sharq,,Uzbekistan,N
Qantas,QF,Australia,Y
Qatar Air Cargo,,Qatar,N
Qatar Airways,QR,Qatar,Y
Qatar Amiri Flight,,Qatar,N
Qeshm Air,,Iran,N
Quantex Environmental,,Canada,N
Quebec Government Air Service,,Canada,N
Queen Air,,Dominican Republic,N
Quest Diagnostics,,United States,N
Quick Air Jet Charter,,Germany,N
Quick Airways Holland,,Netherlands,N
Quisqueya Airlines,,Haiti,N
Qurinea Air Service,,Libya,N
Qwest Commuter Corporation,,United States,N
Qwestair,,Australia,N
Qwila Air,,South Africa,N
RA Jet Aeroservicios,,Mexico,N
RACSA,R6,Guatemala,Y
RAF Barkston Heath,,United Kingdom,N
Church Fenton Flying Training Unit,,United Kingdom,N
Coltishall Flying Training Unit,,United Kingdom,N
Coningsby Flying Training Unit,,United Kingdom,N
Cottesmore Flying Training Unit,,United Kingdom,N
Cranwell Flying Training Unit,,United Kingdom,N
Kinloss Flying Training Unit,,United Kingdom,Y
Leeming Flying Training Unit,,United Kingdom,N
RAF Leuchars,,United Kingdom,N
Linton-on-Ouse Flying Training Unit,,United Kingdom,N
Lossiemouth Flying Training Unit,,United Kingdom,N
Marham Flying Training Unit,,United Kingdom,N
Northwood Headquarters (RAF,,United Kingdom,N
RAF Scampton,,United Kingdom,N
RAF St Athan,,UNited Kingdom,N
RAF St Mawgan Search and Rescue,,United Kingdom,N
RAF Topcliffe Flying Training Unit,,United Kingdom,N
RAF Valley Flying Training Unit,,United Kingdom,N
RAF Valley SAR Training Unit,,United Kingdom,N
Waddington FTU,,United Kingdom,N
Wittering FTU,,United Kingdom,N
RAF-Avia,,Latvia,N
RAK Airways,,United Arab Emirates,N
RWL Luftfahrtgesellschaft,,Germany,N
Rabbit-Air,,Switzerland,N
Race Cargo Airlines,,Ghana,N
Rader Aviation,,United States,N
Radixx Solutions International,1D,United States,N
Raji Airlines,,Pakistan,N
Raleigh Flying Service,,United States,N
Ram Air Freight,,United States,N
Ram Aircraft Corporation,,United States,N
Ramp 66,,United States,N
Rangemile Limited,,United Kingdom,N
Raslan Air Service,,Egypt,N
Rath Aviaton,,Austria,N
Ratkhan Air,,Kazakhstan,N
Raven Air,,United Kingdom,N
Raven Air,,United States,N
Ray Aviation,,Israel,N
Raya Jet,,Jordan,N
Raytheon Aircraft Company,,United States,N
Raytheon Corporate Jets,,United Kingdom,N
Raytheon Travel Air,,United States,N
Real Aero Club De Baleares,,Spain,N
Real Aero Club de Reus-Costa Dorado,,Spain,N
Real Aeroclub De Ternerife,,Spain,N
Real Aviation,,Ghana,N
Rebus,,Bulgaria,N
Red Aviation,,United Kingdom,N
Red Baron Aviation,,United States,N
Red Devils Parachute Display Team,,United Kingdom,N
Red Sea Aviation,,Egypt,N
Red Sky Ventures,,Namibia,N
Red Star,,United Arab Emirates,N
Redhill Aviation,8L,United Kingdom,N
Reed Aviation,,United Kingdom,N
Reef Air,,New Zealand,N
Reem Air,V4,Kyrgyzstan,N
Reeve Aleutian Airways,,United States,N
Regal Bahamas International Airways,,Bahamas,N
Regency Airlines,,United States,N
Regent Air,,Canada,N
Regio Air,,Germany,N
Region Air,,Canada,N
Regional 1,,Canada,N
Regional Air,,Mauritania,N
Regional Air Express,,Germany,N
Regional Air Lines,,Morocco,N
Regional Air Services,,Tanzania,N
Regional Airlines,FN,Morocco,Y
Regional Express,ZL,Australia,Y
Regional Geodata Air,,Spain,N
RegionsAir,3C,United States,N
Reliance Aviation,,United States,N
Reliant Airlines,,United States,N
Relief Transport Services,,United Kingdom,N
Renan,,Moldova,N
Reno Air,QQ,United States,N
Renown Aviation,,United States,N
Republic Airlines,RW,United States,Y
Republic Express Airlines,RH,Indonesia,Y
Republicair,,Mexico,N
Resort Air,,United States,N
Rhoades Aviation,,United States,N
Riau Airlines,,Indonesia,N
Rich International Airways,,United States,N
Richards Aviation,,United States,N
Richardson's Airway,,United States,N
Richland Aviation,,United States,N
Rick Lucas Helicopters,,New Zealand,N
Rico Linhas A,C7,Brazil,N
Ridder Avia,,Kazakhstan,N
Riga Airclub,,Latvia,N
Rijnmond Air Services,,Netherland,N
Rikspolisstyrelsen,,Sweden,N
Rimrock Airlines,,United States,N
Rio Air Express,,Brazil,N
Rio Airways,,United States,N
Rio Grande Air,E2,United States,N
Rio Sul Servi,SL,Brazil,N
River Ministries Air Charter,,South Africa,N
River State Government of Nigeria,,Nigeria,N
Rivne Universal Avia,,Ukraine,N
Roadair Lines,,Canada,N
Robinton Aero,,Dominican Republic,N
Roblex Aviation,,United States,N
Rockwell Collins Avionics,,United States,N
Rocky Mountain Airlines,,Canada,N
Rocky Mountain Airways,,United States,N
Rocky Mountain Holdings,,United States,N
Rodze Air,,Nigeria,N
Rog-Air,,Canada,N
Rollright Aviation,,United Kingdom,N
Rolls-Royce Limited,,United Kingdom,N
Rolls-Royce plc,,United Kingdom,N
Romanian Air Force,,Romania,N
Romavia,,Romania,N
Ronso,,Mexico,N
Roraima Airways,,Guyana,N
Rosneft-Baltika,,Russia,N
Ross Aviation,,United States,N
Rossair,,Australia,N
Rossair,,South Africa,N
Rossair Europe,,Netherlands,N
Rossiya,R4,Russia,Y
Roswell Airlines,,United States,N
Air Rarotonga,GZ,Cook Islands,Y
Rotatur,,Brazil,N
Rotormotion,,United Kingdom,N
Rotterdam Jet Center,,Netherlands,N
Rover Airways International,,United States,N
Rovos Air,,South Africa,N
Royal Air Cargo,,South Africa,N
Royal Air Force,RR,United Kingdom,N
Royal Air Force of Oman,RS,Oman,N
Royal Air Force,,United Kingdom,N
Royal Air Force,,United Kingdom,N
Royal Air Force,,United Kingdom,N
Royal Air Force,,United Kingdom,N
Royal Air Freight,,United States,N
Royal Air Maroc,AT,Morocco,Y
Royal Airlines,R0,Pakistan,N
Royal American Airways,,United States,N
Royal Aruban Airline,V5,Aruba,N
Royal Australian Air Force,,Australia,N
Royal Aviation Express,,Canada,N
Royal Bahrain Airlines,,Bahrain,N
Royal Brunei Airlines,BI,Brunei,Y
Royal Daisy Airlines,,Uganda,N
Royal Ghanaian Airlines,,Ghana,N
Royal Jet,,United Arab Emirates,N
Royal Jordanian,RJ,Jordan,Y
Royal Jordanian Air Force,,Jordan,N
Royal Khmer Airlines,RK,Cambodia,N
Royal Malaysian Air Force,,Malaysia,N
Royal Navy,,United Kingdom,N
Royal Nepal Airlines,RA,Nepal,Y
Royal Netherland Navy,,Netherlands,N
Royal Netherlands Air Force,,Netherlands,N
Royal New Zealand Air Force,,New Zealand,N
Royal Norwegian Air Force,,Norway,N
Royal Oman Police,,Oman,N
Royal Phnom Penh Airways,,Cambodia,Y
Royal Rwanda Airlines,,Rwanda,N
Royal Saudi Air Force,,Saudi Arabia,N
Royal Sky,,Thailand,N
Royal Swazi National Airways,,Swaziland,N
Royal Tongan Airlines,WR,Tonga,N
Royal West Airlines,,United States,N
Rubystar,,Belarus,N
Rumugu Air & Space Nigeria,,Nigeria,N
Rusaero,,Russia,N
Rusaero,,Russia,N
Rusair JSAC,,Russia,N
Rusich-T,,Russia,N
Rusline,,Russia,Y
Russian Aircraft Corporation-MiG,,Russia,N
Russian Federation Air Force,,Russia,N
Russian Sky Airlines,P7,Russia,N
Rusuertol,,Russia,N
Rutas Aereas,,Venezuela,N
Rutland Aviation,,United Kingdom,N
Rwanda Airlines,,Rwanda,N
Rwanda Airways,,Rwanda,N
Rwandair Express,WB,Rwanda,Y
Ryan Air Service,,United States,N
Ryan Air Services,,United States,Y
Ryan International Airlines,RD,United States,Y
Ryanair,FR,Ireland,Y
Ryazan State Air Enterprise,,Russia,N
Rynes Aviation,,United States,N
Régional,YS,France,Y
South Asian Airlines,,Bangladesh,N
State Air Company Berkut,,Kazakhstan,N
SATA International,S4,Portugal,Y
South African Airways,SA,South Africa,Y
Sky Way Air,,Kyrgyzstan,N
SASCO Airlines,,Sudan,N
Republic of Singapore Air Force,,Singapore,N
SOS Flygambulans,,Sweden,N
Sayakhat Airlines,,Kazakhstan,N
Shaheen Air International,NL,Pakistan,Y
Golden Eagle Air Services (FAA),,Canada,N
Red Arrows Display Squadron,,United Kingdom,N
SAM Colombia,,Colombia,N
Servicios Aereos Nacionales (SAN),,Ecuador,N
Sahel Aviation Service,,Mali,N
Secretaria de Marina,,Mexico,N
Springbank Aviation,,Canada,N
Scandinavian Airlines System,SK,Sweden,Y
Samal Air,,Kazakhstan,N
Sham Wing Airlines,,Syrian Arab Republic,N
Sabah Air,,Malaysia,N
ScotAirways,,United Kingdom,Y
Swiss Air-Ambulance,,Switzerland,N
STA-MALI,,Mali,N
Steinman Aviation,,United States,N
Seven Bar Flying Service,,United States,N
Sabre Incorporated,,United States,N
S7 Airlines,S7,Russia,Y
Sobel Airlines of Ghana,,Ghana,N
Sky Bahamas,,Bahamas,N
Stabo Air,,Zambia,N
Smithkline Beacham Clinical Labs,,United States,N
Saber Aviation,,United States,N
Seaborne Airlines,BB,United States,Y
Saint Barth Commuter,,France,N
Star Air,,Pakistan,N
Scibe Airlift,,Democratic Republic of the Congo,N
Spanish Air Force,,Spain,N
South Central Air,,United States,N
Seacoast Airlines,,United States,N
Scenic Airlines,,United States,Y
Socofer,,Angola,N
Servicios Aereos San Cristobal,,Mexico,N
Sky Cam,,France,N
Switfair Cargo,,Canada,N
South American Airlines,,Peru,N
Servicios Aereos de Chihuahua Aerochisa,,Mexico,N
SriLankan Airlines,UL,Sri Lanka,Y
Sunbird Airlines,,United States,N
Scorpio,,Egypt,N
Si-Chang Flying Service,,Thailand,N
South African Non Scheduled Airways,,South Africa,N
SAAB-Aircraft,,Sweden,N
Servicios Aereos Del Centro,,Mexico,N
Sun Country Airlines,SY,United States,Y
St. Andrews Airways,,Canada,N
Sukhoi Design Bureau Company,,Russia,N
Sunrise Airlines,,United States,N
Skymaster Air Taxi,,United States,N
Sundorph Aeronautical Corporation,,United States,N
Servicio De Helicopteros,,Spain,N
SADELCA - Sociedad Aerea Del Caqueta,,Colombia,N
Skydrift,,United Kingdom,N
Spirit of Africa Airlines,,Sudan,N
Sud Airlines,,France,N
Servicios Aereos Del Vaupes,,Colombia,N
Servicio Tecnico Aero De Mexico,,Mexico,N
Sudan Pezetel for Aviation,,Sudan,N
Southeast Air,,United States,Y
Servicios Aereos Luce,,Mexico,N
Sedona Air Center,,United States,N
Shaheen Air Cargo,,Pakistan,N
Sky Express,G3,Greece,Y
Spicejet,SG,India,Y
Skyjet,,Kazakhstan,N
Sentel Corporation,,United States,N
Selcon Airlines,,Nigeria,N
Sky Eyes,I6,Thailand,N
Servicio Aereo Saltillo,,Mexico,N
SAETA,EH,Ecuador,N
Serair Transworld Press,,Spain,N
SEFA,,France,N
Shuswap Flight Centre,,Canada,N
Sefofane Air Charters,,South Africa,N
Safewings Aviation Company,,United States,N
Sun Freight Logistics,,Thailand,N
Star Flyer,7G,Japan,Y
Southflight Aviation,,New Zealand,N
Safiran Airlines,,Iran,N
Safe Air,,Pakistan,N
Safair,FA,South Africa,N
Southern Frontier Air Transport,,Canada,N
Skyfreight,,United States,N
Solent Flight,,United Kingdom,N
S.K. Logistics,,United States,N
Sky King,,United States,N
Southern Right Air Charter,,South Africa,N
Sky Gate International Aviation,,Kyrgyzstan,N
STAC Swiss Government Flights,,Switzerland,N
Servisair,,United Kingdom,N
Servicios Aereos Agricolas,,Chile,N
Skyward Aviation,,Canada,N
Sky Aircraft Service,,Netherlands,N
Siam GA,,Thailand,N
Sagolair Transportes Ejecutivos,,Spain,N
Saskatchewan Government Executive Air Service,,Canada,N
Skygate,,Netherlands,N
Samgau,,Kazakhstan,N
Saga Airlines,,Turkey,N
Skagway Air Service,N5,United States,Y
Shabair,,Democratic Republic of the Congo,N
Sky Harbor Air Service,,United States,N
Sahara Airlines,,Algeria,Y
Shell Aircraft,,United Kingdom,N
Shoprite Group,,United Kingdom,N
Seoul Air International,,Republic of Korea,N
Sharjah Ruler's Flight,,United Arab Emirates,N
Shorouk Air,,Egypt,N
Samson Aviation,,United Kingdom,N
Sheltam Aviation,,South Africa,N
Shaheen Airport Services,,Pakistan,N
Sheremetyevo-Cargo,,Russia,N
Service Aerien Francais,,France,N
Shanghai Airlines Cargo,,China,N
Shooter Air Courier,,Canada,N
Shura Air Transport Services,,Ethiopia,N
Sakhalinskie Aviatrassy (SAT),,Russia,N
SATA Air Acores,SP,Portugal,Y
Scorpio Aviation,8S,,N
Shavano Air,,United States,N
Shawnee Airline,,United States,N
